ID,Pred
2018_1113_1139,0.4841841841113052
2018_1113_1153,0.15505772301479795
2018_1113_1155,0.3663301011187598
2018_1113_1158,0.706561266181758
2018_1113_1166,0.38993518307283237
2018_1113_1168,0.7869047066846526
2018_1113_1172,0.5345759793066563
2018_1113_1181,0.15602633203735983
2018_1113_1196,0.36766010292962453
2018_1113_1199,0.4618082341425659
2018_1113_1209,0.6980878344478477
2018_1113_1211,0.18079443408628454
2018_1113_1222,0.30405420580103676
2018_1113_1233,0.7055842539726697
2018_1113_1242,0.19700432119589162
2018_1113_1243,0.5382373493310015
2018_1113_1246,0.35831684155878085
2018_1113_1252,0.7805330045413429
2018_1113_1254,0.7722504275714386
2018_1113_1260,0.5848651544399083
2018_1113_1267,0.6616038045605336
2018_1113_1274,0.43183710376813605
2018_1113_1276,0.2654982270124871
2018_1113_1277,0.19147600451678826
2018_1113_1281,0.4743191064319566
2018_1113_1285,0.6569628059837418
2018_1113_1293,0.5994822782739532
2018_1113_1300,0.7906234892460532
2018_1113_1301,0.4705289382364846
2018_1113_1305,0.3648495342143977
2018_1113_1308,0.6028771572866314
2018_1113_1314,0.21248694611610727
2018_1113_1326,0.340905559745305
2018_1113_1328,0.5419067996896091
2018_1113_1335,0.762042649950004
2018_1113_1344,0.6202422228521237
2018_1113_1345,0.15559049023150334
2018_1113_1347,0.7920395951807845
2018_1113_1348,0.43910710032916256
2018_1113_1355,0.637352301778256
2018_1113_1361,0.5258581704574654
2018_1113_1371,0.46509543516900725
2018_1113_1372,0.6688965802361201
2018_1113_1382,0.6039269981280719
2018_1113_1393,0.6201682447981789
2018_1113_1395,0.35980055940665
2018_1113_1397,0.3040837233750209
2018_1113_1400,0.55156286661621
2018_1113_1401,0.43483704006410984
2018_1113_1403,0.2390158842982907
2018_1113_1411,0.7753954391291207
2018_1113_1417,0.564671250060747
2018_1113_1420,0.8132091070104667
2018_1113_1422,0.645338917843869
2018_1113_1437,0.1383529665454111
2018_1113_1438,0.21599537135841715
2018_1113_1439,0.4116552939560418
2018_1113_1452,0.2652600983143441
2018_1113_1455,0.26354900760414324
2018_1113_1460,0.7164197062501614
2018_1113_1462,0.2325082802861814
2018_1116_1120,0.3685440308377217
2018_1116_1137,0.6994850310856067
2018_1116_1138,0.6850263356747885
2018_1116_1139,0.5698286466249419
2018_1116_1153,0.20570130927633337
2018_1116_1155,0.44928577632395444
2018_1116_1158,0.7726222448584816
2018_1116_1166,0.47423578058314403
2018_1116_1168,0.8389997040639731
2018_1116_1172,0.6184469347324281
2018_1116_1181,0.20690880720446106
2018_1116_1196,0.4507027413909873
2018_1116_1199,0.5476973293212006
2018_1116_1209,0.7654230925741584
2018_1116_1211,0.2374813378746371
2018_1116_1222,0.3813954775540367
2018_1116_1233,0.7717941442113095
2018_1116_1242,0.25717814736135136
2018_1116_1243,0.6219151583087537
2018_1116_1246,0.440719976108273
2018_1116_1252,0.8338567992643962
2018_1116_1254,0.8271409613480404
2018_1116_1260,0.6653469621217373
2018_1116_1267,0.733975249252233
2018_1116_1274,0.5175120145941227
2018_1116_1276,0.3377923542658076
2018_1116_1277,0.25048798108302356
2018_1116_1281,0.5601134251858749
2018_1116_1285,0.7299216253086762
2018_1116_1293,0.6786871136735029
2018_1116_1300,0.841991912269178
2018_1116_1301,0.5563632711049444
2018_1116_1305,0.44770681619508546
2018_1116_1308,0.681767022561419
2018_1116_1314,0.27576578430755755
2018_1116_1326,0.4219374748348768
2018_1116_1328,0.6253824675854377
2018_1116_1335,0.8188161795240008
2018_1116_1344,0.6974138385156752
2018_1116_1345,0.20636558521734633
2018_1116_1347,0.8431295251656129
2018_1116_1348,0.5248918592038685
2018_1116_1355,0.7126577296897264
2018_1116_1361,0.6101544505306825
2018_1116_1371,0.5509700146835023
2018_1116_1372,0.7403205212085227
2018_1116_1382,0.682718066820524
2018_1116_1393,0.6973475581268064
2018_1116_1395,0.44230971071185476
2018_1116_1397,0.38142838833400877
2018_1116_1400,0.634465853252555
2018_1116_1401,0.5205618151854385
2018_1116_1403,0.3071140940085313
2018_1116_1411,0.8296951447322015
2018_1116_1417,0.6467031307779945
2018_1116_1420,0.8600174556565292
2018_1116_1422,0.7197152190297158
2018_1116_1437,0.18473345317745515
2018_1116_1438,0.2799476089965458
2018_1116_1439,0.4968274848355291
2018_1116_1452,0.33751918010908716
2018_1116_1455,0.3355548482986379
2018_1116_1460,0.7809493506056427
2018_1116_1462,0.29948207122680337
2018_1120_1137,0.8040858284279945
2018_1120_1138,0.7931717065972798
2018_1120_1139,0.7002176688829369
2018_1120_1153,0.31349030994468013
2018_1120_1155,0.5899178193193295
2018_1120_1158,0.8569714093499098
2018_1120_1166,0.6139707841741274
2018_1120_1168,0.9018531322027078
2018_1120_1172,0.7408025459039619
2018_1120_1181,0.31507955351671046
2018_1120_1196,0.5913020962053642
2018_1120_1199,0.6810396567237674
2018_1120_1209,0.8519310773292429
2018_1120_1211,0.35449117819884457
2018_1120_1222,0.5208761535625993
2018_1120_1233,0.8563934066796858
2018_1120_1242,0.37906829826534466
2018_1120_1243,0.7436196479867042
2018_1120_1246,0.5815019117549798
2018_1120_1252,0.8984750299383615
2018_1120_1254,0.8940392747155109
2018_1120_1260,0.7780600555430867
2018_1120_1267,0.8294972655994846
2018_1120_1274,0.6541336467976006
2018_1120_1276,0.47353344139104725
2018_1120_1277,0.37079007226003685
2018_1120_1281,0.691854782137878
2018_1120_1285,0.8265552267332767
2018_1120_1293,0.788336514793779
2018_1120_1300,0.9038111261409131
2018_1120_1301,0.6886033513294324
2018_1120_1305,0.5883726554562464
2018_1120_1308,0.7906895350673742
2018_1120_1314,0.4017015233127158
2018_1120_1326,0.5627567074453605
2018_1120_1328,0.7464259154625127
2018_1120_1335,0.8885019795596207
2018_1120_1344,0.8025320394329682
2018_1120_1345,0.31436490724890137
2018_1120_1347,0.9045541115480333
2018_1120_1348,0.6607935046093006
2018_1120_1355,0.8138933894478597
2018_1120_1361,0.7340256333704597
2018_1120_1371,0.6839043570568503
2018_1120_1372,0.8340791806913429
2018_1120_1382,0.7914146538925658
2018_1120_1393,0.802482263571568
2018_1120_1395,0.5830700453340516
2018_1120_1397,0.520910965112326
2018_1120_1400,0.7537301066250687
2018_1120_1401,0.6568924148925834
2018_1120_1403,0.43869414189620065
2018_1120_1411,0.8957295726796582
2018_1120_1417,0.7634632098411581
2018_1120_1420,0.9154921591610876
2018_1120_1422,0.8190955818288684
2018_1120_1437,0.2854841652391221
2018_1120_1438,0.40672060299824786
2018_1120_1439,0.6351772078663906
2018_1120_1452,0.4732289401628488
2018_1120_1455,0.4710363656209121
2018_1120_1460,0.8627581654064835
2018_1120_1462,0.42982066207227326
2018_1137_1138,0.4902102325755609
2018_1137_1139,0.36935607278243143
2018_1137_1153,0.10273791737100445
2018_1137_1155,0.26508794605687813
2018_1137_1158,0.6003791523487332
2018_1137_1166,0.28510450715012525
2018_1137_1168,0.6973418548966793
2018_1137_1172,0.41746930114012737
2018_1137_1181,0.1034197003598115
2018_1137_1196,0.266204793598937
2018_1137_1199,0.34869939084272994
2018_1137_1209,0.5906161082825616
2018_1137_1211,0.12103447342275903
2018_1137_1222,0.21420513125282004
2018_1137_1233,0.59924912432127
2018_1137_1242,0.13275461368184202
2018_1137_1243,0.4210542075806727
2018_1137_1246,0.2583862657327746
2018_1137_1252,0.6893493652453069
2018_1137_1254,0.6790406130456943
2018_1137_1260,0.4678150724265165
2018_1137_1267,0.5495254801477405
2018_1137_1274,0.32168137108360395
2018_1137_1276,0.18402980064471997
2018_1137_1277,0.12874020536510375
2018_1137_1281,0.3601968347439064
2018_1137_1285,0.5444058545835009
2018_1137_1293,0.48290978917772787
2018_1137_1300,0.7020317848557533
2018_1137_1301,0.3566998059389213
2018_1137_1305,0.2638461869418729
2018_1137_1308,0.4864462997083525
2018_1137_1314,0.14409392840828472
2018_1137_1326,0.24398449126774352
2018_1137_1328,0.42465946537626037
2018_1137_1335,0.666459524693064
2018_1137_1344,0.5047200048381061
2018_1137_1345,0.10311285543464883
2018_1137_1347,0.7038226135632999
2018_1137_1348,0.3281680273950145
2018_1137_1355,0.5230324002504655
2018_1137_1361,0.40898308504910796
2018_1137_1371,0.3517076163927223
2018_1137_1372,0.5576185984584899
2018_1137_1382,0.4875423041614107
2018_1137_1393,0.5046414956571184
2018_1137_1395,0.2596236106974897
2018_1137_1397,0.214228611287419
2018_1137_1400,0.4342065943413137
2018_1137_1401,0.3243529265670506
2018_1137_1403,0.16386072647346397
2018_1137_1411,0.6829443164214951
2018_1137_1417,0.4473079548049745
2018_1137_1420,0.7309214445195812
2018_1137_1422,0.5316867560638128
2018_1137_1437,0.09106223545169474
2018_1137_1438,0.14668343608579076
2018_1137_1439,0.3038940913133538
2018_1137_1452,0.18384645250201465
2018_1137_1455,0.18253006333533076
2018_1137_1460,0.6118451781781252
2018_1137_1462,0.15897188397061485
2018_1138_1139,0.3853024651760996
2018_1138_1153,0.10916602678209442
2018_1138_1155,0.27852083746564993
2018_1138_1158,0.6165484741658367
2018_1138_1166,0.2991388411092743
2018_1138_1168,0.7114733278158509
2018_1138_1172,0.43406319154579515
2018_1138_1181,0.10988524340438731
2018_1138_1196,0.2796727422543334
2018_1138_1199,0.3642690909362689
2018_1138_1209,0.6069218270525711
2018_1138_1211,0.12844348663377622
2018_1138_1222,0.22585201099655958
2018_1138_1233,0.6154348817913508
2018_1138_1242,0.14076616693725544
2018_1138_1243,0.43768352974368485
2018_1138_1246,0.2716050669796671
2018_1138_1252,0.7036954512452355
2018_1138_1254,0.6936512000465215
2018_1138_1260,0.48474488888837197
2018_1138_1267,0.5662659292179717
2018_1138_1274,0.33666829147314103
2018_1138_1276,0.1944419580411631
2018_1138_1277,0.1365476391586787
2018_1138_1281,0.37598354596407735
2018_1138_1285,0.5611846332754565
2018_1138_1293,0.49987277265248936
2018_1138_1300,0.716033450145995
2018_1138_1301,0.37242246487010344
2018_1138_1305,0.277239891892933
2018_1138_1308,0.5034125690963587
2018_1138_1314,0.15266932749450898
2018_1138_1326,0.25672155988493517
2018_1138_1328,0.4413226350298029
2018_1138_1335,0.6813740899678915
2018_1138_1344,0.5216761937377223
2018_1138_1345,0.10956155946906485
2018_1138_1347,0.7177739571425975
2018_1138_1348,0.3433042056194962
2018_1138_1355,0.5399331235151721
2018_1138_1361,0.4254860381418358
2018_1138_1371,0.36733587935880724
2018_1138_1372,0.5742912826956134
2018_1138_1382,0.5045092467744267
2018_1138_1393,0.5215978247081401
2018_1138_1395,0.27288242112393707
2018_1138_1397,0.2258764007224924
2018_1138_1400,0.4509507573358757
2018_1138_1401,0.33940203541274655
2018_1138_1403,0.17337420972945744
2018_1138_1411,0.697456375312863
2018_1138_1417,0.46414288629656647
2018_1138_1420,0.7440604886571343
2018_1138_1422,0.5485455129398508
2018_1138_1437,0.09683866360802647
2018_1138_1438,0.15538496592233902
2018_1138_1439,0.31844135195508866
2018_1138_1452,0.1942507058558898
2018_1138_1455,0.1928774250324138
2018_1138_1460,0.6278381483381127
2018_1138_1462,0.16825864664240656
2018_1139_1153,0.16749691643536904
2018_1139_1155,0.3879364839343009
2018_1139_1158,0.7252669545125471
2018_1139_1166,0.4120285364488525
2018_1139_1168,0.8019245615690194
2018_1139_1172,0.5573771046903335
2018_1139_1181,0.1685277315940076
2018_1139_1196,0.3892967376079996
2018_1139_1199,0.48473815846710006
2018_1139_1209,0.717117416385782
2018_1139_1211,0.19482224146972776
2018_1139_1222,0.3238648012051746
2018_1139_1233,0.7243279237952053
2018_1139_1242,0.21196442286598824
2018_1139_1243,0.5610064031962438
2018_1139_1246,0.37973382436529435
2018_1139_1252,0.7958854710519531
2018_1139_1254,0.7880249382276322
2018_1139_1260,0.607013744096961
2018_1139_1267,0.6818850684615942
2018_1139_1274,0.45453571277441784
2018_1139_1276,0.2838212046416261
2018_1139_1277,0.20612405960743813
2018_1139_1281,0.4972962335125692
2018_1139_1285,0.6773865881002911
2018_1139_1293,0.6213558911321858
2018_1139_1300,0.8054460339662787
2018_1139_1301,0.4934948236855331
2018_1139_1305,0.38642184427076376
2018_1139_1308,0.6246814416037596
2018_1139_1314,0.22828851420452256
2018_1139_1326,0.36186873547199083
2018_1139_1328,0.5646412692944809
2018_1139_1335,0.7783212240643534
2018_1139_1344,0.6416597761320506
2018_1139_1345,0.16806392255946195
2018_1139_1347,0.806786388051653
2018_1139_1348,0.4618771944258341
2018_1139_1355,0.658336442273547
2018_1139_1361,0.5487258476582174
2018_1139_1371,0.4880405688720171
2018_1139_1372,0.6889462569898404
2018_1139_1382,0.6257094268649823
2018_1139_1393,0.641587559339432
2018_1139_1395,0.3812535347228422
2018_1139_1397,0.3238953469223174
2018_1139_1400,0.5741946660346867
2018_1139_1401,0.45756634353364717
2018_1139_1403,0.2561485887457485
2018_1139_1411,0.7910110685973967
2018_1139_1417,0.5871366903232842
2018_1139_1420,0.826783037476921
2018_1139_1422,0.6661030271340782
2018_1139_1437,0.14968946680885975
2018_1139_1438,0.231980987627939
2018_1139_1439,0.43410360145767074
2018_1139_1452,0.2835729866379016
2018_1139_1455,0.28178907178376994
2018_1139_1460,0.7347328917377862
2018_1139_1462,0.2493273505389767
2018_1153_1155,0.764262433086161
2018_1153_1158,0.9310496805754115
2018_1153_1166,0.7818705811753345
2018_1153_1168,0.95
2018_1153_1172,0.8656125507669874
2018_1153_1181,0.5090212340324275
2018_1153_1196,0.7652923419947476
2018_1153_1199,0.827943235580234
2018_1153_1209,0.9284017654197905
2018_1153_1211,0.5531017332991536
2018_1153_1222,0.7101514224338836
2018_1153_1233,0.9307468487409438
2018_1153_1242,0.5790955618699933
2018_1153_1243,0.8673161095380435
2018_1153_1246,0.7579564620973199
2018_1153_1252,0.95
2018_1153_1254,0.95
2018_1153_1260,0.8876504742801901
2018_1153_1267,0.916417269437345
2018_1153_1274,0.8099715976148448
2018_1153_1276,0.6696496954429589
2018_1153_1277,0.5704622826248219
2018_1153_1281,0.8349841637396104
2018_1153_1285,0.9148210305901975
2018_1153_1293,0.8935468474141783
2018_1153_1300,0.95
2018_1153_1301,0.8328781700954565
2018_1153_1305,0.7631103936943285
2018_1153_1308,0.8948862159164266
2018_1153_1314,0.6020911696538793
2018_1153_1326,0.7436304058740703
2018_1153_1328,0.8690069360694322
2018_1153_1335,0.9472548541692892
2018_1153_1344,0.9015673172990928
2018_1153_1345,0.5081930851868238
2018_1153_1347,0.95
2018_1153_1348,0.8144817451542788
2018_1153_1355,0.9078846796344626
2018_1153_1361,0.861488744625524
2018_1153_1371,0.8298182381412649
2018_1153_1372,0.918891780098536
2018_1153_1382,0.8952981630779626
2018_1153_1393,0.9015394425636135
2018_1153_1395,0.7591372792605557
2018_1153_1397,0.7101801336616331
2018_1153_1400,0.8733791613161411
2018_1153_1401,0.8118448841363667
2018_1153_1403,0.6378634509937674
2018_1153_1411,0.95
2018_1153_1417,0.879141728114042
2018_1153_1420,0.95
2018_1153_1422,0.9107476704948724
2018_1153_1437,0.47381093782908007
2018_1153_1438,0.6070735272299776
2018_1153_1439,0.7969045237866749
2018_1153_1452,0.6693794278116139
2018_1153_1455,0.66742952345708
2018_1153_1460,0.9340699027956472
2018_1153_1462,0.6294792652628255
2018_1155_1158,0.8108356017396526
2018_1155_1166,0.5322360065562151
2018_1155_1168,0.8679639874005818
2018_1155_1172,0.6715563889887494
2018_1155_1181,0.24761208353030012
2018_1155_1196,0.5086090562023464
2018_1155_1199,0.6043545627348225
2018_1155_1209,0.8045402643227827
2018_1155_1211,0.2820599213546044
2018_1155_1222,0.43748928480481714
2018_1155_1233,0.8101124683913329
2018_1155_1242,0.30398013297484594
2018_1155_1243,0.674795711050683
2018_1155_1246,0.4985076994094765
2018_1155_1252,0.8635958800931473
2018_1155_1254,0.8578772665028578
2018_1155_1260,0.7149373082080639
2018_1155_1267,0.7768073919949465
2018_1155_1274,0.5750164257613336
2018_1155_1276,0.3915321521840391
2018_1155_1277,0.2965585352210324
2018_1155_1281,0.6163049432929839
2018_1155_1285,0.773204763259789
2018_1155_1293,0.7271114328427428
2018_1155_1300,0.8705009781238228
2018_1155_1301,0.6127025935508952
2018_1155_1305,0.5055824981592785
2018_1155_1308,0.7299118937644965
2018_1155_1314,0.3244728291589775
2018_1155_1326,0.47937332984545555
2018_1155_1328,0.6780291318866715
2018_1155_1335,0.8507656577797321
2018_1155_1344,0.7440801169927695
2018_1155_1345,0.24699527921404263
2018_1155_1347,0.8714646677052446
2018_1155_1348,0.5822267564185072
2018_1155_1355,0.7577895154249086
2018_1155_1361,0.6637906662258085
2018_1155_1371,0.6075110751312234
2018_1155_1372,0.7824338599663189
2018_1155_1382,0.7307758740070736
2018_1155_1393,0.7440203067563934
2018_1155_1395,0.5001194835919882
2018_1155_1397,0.43752361247803934
2018_1155_1400,0.6864759532397514
2018_1155_1401,0.577999142226016
2018_1155_1403,0.3586163454102328
2018_1155_1411,0.8600541278587932
2018_1155_1417,0.6978013799170436
2018_1155_1420,0.8857156499358398
2018_1155_1422,0.764105430040459
2018_1155_1437,0.222297108036212
2018_1155_1438,0.3290576763901109
2018_1155_1439,0.5546757733808136
2018_1155_1452,0.39124119494016846
2018_1155_1455,0.3891478638237349
2018_1155_1460,0.8180927363241453
2018_1155_1462,0.3503516071445816
2018_1158_1166,0.21456731869486445
2018_1158_1168,0.6121458400496282
2018_1158_1172,0.32926714092574816
2018_1158_1181,0.07322845265459632
2018_1158_1196,0.1990416696295558
2018_1158_1199,0.2683339800921452
2018_1158_1209,0.4970455986941649
2018_1158_1211,0.08619532301783023
2018_1158_1222,0.15734824194207137
2018_1158_1233,0.5060014056927071
2018_1158_1242,0.09490614311932297
2018_1158_1243,0.33252698990639795
2018_1158_1246,0.1926777855313966
2018_1158_1252,0.6031837678938006
2018_1158_1254,0.5917092125498529
2018_1158_1260,0.37583873356748176
2018_1158_1267,0.4552259994535803
2018_1158_1274,0.24519858283448426
2018_1158_1276,0.1338184162611649
2018_1158_1277,0.09191494554811024
2018_1158_1281,0.27831391548933876
2018_1158_1285,0.4501070904670934
2018_1158_1293,0.3901413395089581
2018_1158_1300,0.6174316869876266
2018_1158_1301,0.2752698296301789
2018_1158_1305,0.19711828271534174
2018_1158_1308,0.3935154924636614
2018_1158_1314,0.10339804727680275
2018_1158_1326,0.181044352236148
2018_1158_1328,0.33581391656030246
2018_1158_1335,0.5778331457332556
2018_1158_1344,0.41109269269055454
2018_1158_1345,0.07300389097943008
2018_1158_1347,0.6194553579557517
2018_1158_1348,0.25071301064739776
2018_1158_1355,0.428950146752303
2018_1158_1361,0.32158408398838295
2018_1158_1371,0.27093730776528074
2018_1158_1372,0.46335883953656604
2018_1158_1382,0.3945629832228801
2018_1158_1393,0.4110166612758299
2018_1158_1395,0.1936826476205305
2018_1158_1397,0.15736673774308946
2018_1158_1400,0.3445598432899
2018_1158_1401,0.2474666821917711
2018_1158_1403,0.11835415292627087
2018_1158_1411,0.5960432110809581
2018_1158_1417,0.3566613944628211
2018_1158_1420,0.6504395748690093
2018_1158_1422,0.4374756081736666
2018_1158_1437,0.06422009678623662
2018_1158_1438,0.10534622548428295
2018_1158_1439,0.23020514354818844
2018_1158_1452,0.13367689807028318
2018_1158_1455,0.132661345717585
2018_1158_1460,0.5191766710097556
2018_1158_1462,0.11463687023615604
2018_1166_1168,0.8560258599165822
2018_1166_1172,0.6490404777392312
2018_1166_1181,0.22938318925841747
2018_1166_1196,0.4835137277344754
2018_1166_1199,0.5801121923581937
2018_1166_1209,0.7882665263489398
2018_1166_1211,0.2621787225298405
2018_1166_1222,0.41295409062843386
2018_1166_1233,0.794183982325482
2018_1166_1242,0.28316326111975176
2018_1166_1243,0.6523869195059085
2018_1166_1246,0.47343058791803255
2018_1166_1252,0.8513304555452321
2018_1166_1254,0.8451898052481063
2018_1166_1260,0.6940403988130597
2018_1166_1267,0.7589165508951715
2018_1166_1274,0.5503139983326463
2018_1166_1276,0.3678886937666035
2018_1166_1277,0.27604832955924036
2018_1166_1281,0.592300840375683
2018_1166_1285,0.7551161767806366
2018_1166_1293,0.7067408952470122
2018_1166_1300,0.8587549064438176
2018_1166_1301,0.5886235544008326
2018_1166_1305,0.48049048234129627
2018_1166_1308,0.709666932216771
2018_1166_1314,0.30286324915297813
2018_1166_1326,0.45438663090248127
2018_1166_1328,0.655729473480983
2018_1166_1335,0.8375635440748939
2018_1166_1344,0.7244963094144347
2018_1166_1345,0.22879798481756772
2018_1166_1347,0.8597919276218562
2018_1166_1348,0.5576210027278047
2018_1166_1355,0.7388866481654406
2018_1166_1361,0.6410269591737427
2018_1166_1371,0.5833287682105256
2018_1166_1372,0.7648575069154625
2018_1166_1382,0.7105699941121899
2018_1166_1393,0.7244336173288652
2018_1166_1395,0.47503809506377814
2018_1166_1397,0.4129879065690466
2018_1166_1400,0.6644718158455587
2018_1166_1401,0.553335413936621
2018_1166_1403,0.3358634063582443
2018_1166_1411,0.8475264584214495
2018_1166_1417,0.6762171968778689
2018_1166_1420,0.87515168326138
2018_1166_1422,0.7455299533265344
2018_1166_1437,0.20542304009833479
2018_1166_1438,0.3072816449592155
2018_1166_1439,0.529757915519567
2018_1166_1452,0.36760469165644316
2018_1166_1455,0.36556188357115854
2018_1166_1460,0.8026706074347216
2018_1166_1462,0.327854995995268
2018_1168_1172,0.2424804610530644
2018_1168_1181,0.05
2018_1168_1196,0.13944330600508315
2018_1168_1199,0.19298677131405603
2018_1168_1209,0.39187336430437336
2018_1168_1211,0.057941822196752375
2018_1168_1222,0.10854220740113034
2018_1168_1233,0.40044293470073894
2018_1168_1242,0.0639973354648839
2018_1168_1243,0.2451951919518818
2018_1168_1246,0.13466456480064495
2018_1168_1252,0.49778050499900356
2018_1168_1254,0.4858560299537731
2018_1168_1260,0.2819366722709084
2018_1168_1267,0.35269733633242295
2018_1168_1274,0.17479572877490884
2018_1168_1276,0.09151816203009533
2018_1168_1277,0.06191366541670488
2018_1168_1281,0.20093396753677456
2018_1168_1285,0.3479948729696937
2018_1168_1293,0.29435104312912397
2018_1168_1300,0.5127558660483056
2018_1168_1301,0.19850343937307577
2018_1168_1305,0.13799660851608048
2018_1168_1308,0.29730060995078994
2018_1168_1314,0.06993731830517612
2018_1168_1326,0.1259872172641766
2018_1168_1328,0.24793953280303846
2018_1168_1335,0.4715950829362405
2018_1168_1344,0.31279669396036464
2018_1168_1345,0.05
2018_1168_1347,0.5148982084903748
2018_1168_1348,0.17910252224673207
2018_1168_1355,0.3287680048652238
2018_1168_1361,0.23610961037219105
2018_1168_1371,0.1950539717586991
2018_1168_1372,0.36020960463572466
2018_1168_1382,0.29821792278077175
2018_1168_1393,0.3127291882737434
2018_1168_1395,0.13541762296299736
2018_1168_1397,0.10855570527950129
2018_1168_1400,0.25527647254037683
2018_1168_1401,0.17656493541216875
2018_1168_1403,0.08048794901437226
2018_1168_1411,0.49034584738524833
